speed,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,forward,backward,left,right
1.6814650297164917,11.987141609191895,12.269832611083984,13.254631042480469,15.256342887878418,19.115825653076172,27.456134796142578,53.529422760009766,100.0,53.525634765625,27.44793128967285,4.218806266784668,3.9549190998077393,13.185806274414062,12.165287017822266,11.838102340698242,1,0,0,0
9.932982444763184,11.982407569885254,12.267528533935547,13.253434181213379,15.255656242370605,19.115407943725586,27.455961227416992,53.529327392578125,100.0,53.52573013305664,27.448110580444336,4.218806266784668,3.5174448490142822,13.18700885772705,12.167621612548828,11.84036922454834,1,0,0,0
14.364874839782715,11.94725227355957,12.24299430847168,13.237286567687988,15.245495796203613,19.109834671020508,27.454296112060547,53.5262451171875,100.0,53.52880859375,27.449779510498047,19.097652435302734,15.223946571350098,13.20312213897705,12.191740989685059,11.875288963317871,1,0,0,0
18.667957305908203,11.934712409973145,12.233038902282715,13.230409622192383,15.241581916809082,19.10738754272461,27.45366096496582,53.52033615112305,100.0,53.534793853759766,27.450414657592773,19.10009765625,15.227877616882324,13.2100248336792,12.201587677001953,11.887441635131836,1,0,0,0
22.65231704711914,11.925309181213379,12.226430892944336,13.226767539978027,15.23907470703125,19.106111526489258,27.453397750854492,53.51055908203125,100.0,53.54460525512695,27.45067596435547,19.10138702392578,15.230380058288574,13.213640213012695,12.208175659179688,11.896705627441406,1,0,0,0
26.578035354614258,11.9190034866333,12.222701072692871,13.224044799804688,15.23723030090332,19.10527801513672,27.453372955322266,53.49407958984375,100.0,53.5617561340332,27.45071792602539,19.10221290588379,15.232226371765137,13.216362953186035,12.211913108825684,11.90298080444336,1,0,0,0
30.34149742126465,11.915034294128418,12.220011711120605,13.222187042236328,15.236080169677734,19.104846954345703,27.453372955322266,53.45172882080078,100.0,53.60535430908203,27.45072364807129,19.102645874023438,15.233377456665039,13.218215942382812,12.21460247039795,11.906949996948242,1,0,0,0
34.37254333496094,11.912931442260742,12.21854019165039,13.221199989318848,15.235634803771973,19.104684829711914,27.45329475402832,53.38212585449219,100.0,53.68117904663086,27.45078468322754,19.102813720703125,15.233819961547852,13.219208717346191,12.216069221496582,11.909051895141602,1,0,0,0
38.26892852783203,11.911887168884277,12.218024253845215,13.220858573913574,15.235454559326172,19.104652404785156,27.452327728271484,53.24388122558594,100.0,53.82778549194336,27.451757431030273,19.102859497070312,15.234004020690918,13.219545364379883,12.216582298278809,11.910097122192383,1,0,0,0
42.181644439697266,11.911590576171875,12.217921257019043,13.220873832702637,15.235471725463867,19.104541778564453,27.44721031188965,53.00895309448242,100.0,54.10730743408203,27.456897735595703,19.10293960571289,15.233997344970703,13.2195405960083,12.216690063476562,11.910393714904785,1,0,0,0
46.32761001586914,11.91158390045166,12.217912673950195,13.220797538757324,15.235217094421387,19.102466583251953,27.428590774536133,52.59186935424805,100.0,54.645530700683594,27.47578239440918,19.105051040649414,15.234248161315918,13.219603538513184,12.216699600219727,11.910406112670898,1,0,0,0
50.0,11.911477088928223,12.217496871948242,13.2197847366333,15.231866836547852,19.09262466430664,27.37718963623047,51.87980270385742,100.0,55.71616744995117,27.529266357421875,19.114999771118164,15.2376127243042,13.22063159942627,12.217120170593262,11.910512924194336,1,0,0,0
50.0,11.90975284576416,12.214520454406738,13.214227676391602,15.220172882080078,19.06464385986328,27.280441284179688,50.906463623046875,100.0,57.57564926147461,27.62993812561035,19.14322280883789,15.249387741088867,13.226191520690918,12.220099449157715,11.91224479675293,1,0,0,0
50.0,11.902302742004395,12.202653884887695,13.196104049682617,15.18921947479248,18.998977661132812,27.075946807861328,49.58264923095703,98.966064453125,62.12515640258789,27.851892471313477,19.21068000793457,15.281036376953125,13.244443893432617,12.232027053833008,11.919722557067871,1,0,0,0
50.0,11.883419036865234,12.174484252929688,13.155522346496582,15.1288423538208,18.87555694580078,26.75301742553711,47.75477600097656,91.02973937988281,100.0,28.234941482543945,19.341876983642578,15.344165802001953,13.285697937011719,12.26056957244873,11.93884563446045,1,0,0,0
50.0,11.838971138000488,12.117839813232422,13.076279640197754,15.01090145111084,18.67009735107422,26.26906394958496,45.55905532836914,82.97190856933594,100.0,28.887731552124023,19.572856903076172,15.467381477355957,13.367801666259766,12.318641662597656,11.983370780944824,1,0,0,0
50.0,11.747934341430664,12.008115768432617,12.934123992919922,14.801012992858887,18.332365036010742,25.531314849853516,42.74703598022461,74.58097839355469,97.99029541015625,30.046388626098633,19.976804733276367,15.693394660949707,13.518486022949219,12.432255744934082,12.075760841369629,1,0,0,0
